OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
262,1590,Spring Canyon Neighborhood Park,32.93481851,-117.0925545,"10907 Scripps Poway Pkwy, San Diego, CA 92131",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,b72cef40-4ffa-4725-bf79-2c03f8c34d14,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
263,1814,St. Vincent de Paul,32.70559643,-117.1505971,"16 15th St, San Diego, CA 92101",24/7,0,,1,0,1,0,0,1,1,6,,,,,,,,0,St. Vincent de Paul,5c682779-499f-4e31-9698-343029cccfb2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
264,1598,Steel Canyon County Park,32.73763261,-116.9130339,"2925 Steele Canyon Rd, El Cajon, CA 92019",24/7,,,,,,,,,,,,,,,,,,1,San Diego County,a1b96c5c-da49-4014-9461-0a7f38a15ebd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
265,1599,Stonebridge Neighborhood Park,32.92393301,-117.0196127,"15030 Sycamore Trail Rd, San Diego, CA 92131",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,4bf17955-14ac-4838-a0af-d1de557811cc,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
266,1604,Sunset Point Park,32.76689411,-117.2386565,"1400 Dana Landing Rd, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,c3029b6f-1ea9-4d4b-a60f-c952afe74bbc,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
267,1607,Swami's Seaside Park,33.03461988,-117.2917356,"1350 S Coast Hwy 101, Encinitas, CA 92024",24/7,,,,,,,,,,,,,,,,,,1,City of Encinitas,44612160-6f31-44fe-9ec4-d21bf9aebc7a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
268,1624,Torrey Meadows Neighborhood Park,32.96451529,-117.1558045,"13499 Torrey Meadows Dr, San Diego, CA 92129",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego ,ef4ff9d4-cf32-4d08-9edf-b14f360b44b5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
269,1635,University Gardens Park,32.853467,-117.1898594,"Gullstrand St & Governor Dr., San Diego, CA 92122",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,e27f2c6a-4ecd-4ddb-b825-38b12c34221b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
270,1823,Veterans Park Skatepark,32.61505564,-117.0223633,"785 E Palomar St, Chula Vista, CA 91911",24/7,,,,,,,,,,,,,,,,,,1,City of Chula Vista,7f963d46-6cf2-4acf-b72f-7b8bb46b7444,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
271,1647,Views West Neighborhood Park,32.95462321,-117.1159911,"12958 La Tortola, San Diego, CA 92129",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,e6e0c5dc-99e3-4f0b-8dc1-8784391b8a2b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
272,1650,Vista Pacifica Park,32.5810694,-117.0051978,"6066 Avenida De Las Vistas, San Diego, CA 92154",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,58c20398-d814-4878-8f3a-73f3d226cca8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
273,1731,Vista Terrace Park,32.56418868,-117.0510657,"301 Athey Ave, San Diego, CA 92173",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,7417eb9f-89ca-49c6-b495-79806ab3d3d6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
274,1654,Walnut Grove Park,33.18121445,-117.1529088,"1950 Sycamore Dr, San Marcos, CA 92069",24/7,,,,,,,,,,,,,,,,,,1,City of San Marcos,7276ce3a-5391-41ee-a786-b8fdb5fbd1c5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
275,1824,Walnut Grove Park Parking Lot,33.18174293,-117.1529655,"1950 Sycamore Dr, San Marcos, CA 92069",24/7,,,,,,,,,,,,,,,,,,1,City of San Marcos,f43e46e0-3dd5-4ca5-8f51-f780e7bcdd9b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
276,1655,Ward Canyon Neighborhood Park,32.76253889,-117.1108583,"3905 Adams Ave, San Diego, CA 92116",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,dbb3a955-9868-45f4-aaa1-4da4b73d6beb,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
277,1661,Westview Park,32.92344128,-117.1197227,"11278 Westview Pkwy, San Diego, CA 92126",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,a648bb22-ff19-4fb3-83b9-16afbeb6f686,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
278,1002,28th & Beech Street,32.72063933,-117.1342436,"28th St. & Beech St., San Diego, CA  92102",24/7,1,,1,0,0,0,0,1,3,2,,1,,,,,Doors on stalls swing out. Walls between stalls are very short. At 5’2” PSJ team member could easily see over partitions. ,0,City of San Diego,8f459cb3-38b9-4ddf-a7f6-6d227a2033a9,42:35.3,arios8883_SDSUGeo,40:39.1,,6/18/24 13:25
279,1009,Balboa Park 6th Ave & Nutmeg St,32.73363328,-117.158988,"2701 Sixth Ave, San Diego, CA 92103",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,f39f49ea-2f47-4d0f-a988-d755b8273dbc,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
280,1015,Balboa Park Alcazar Garden Parking Lot,32.73059436,-117.1522362,"1363 El Prado, San Diego, CA 92101",24/7,,,,,,,,,3,,,,,,,,,0,City of San Diego,225614f3-f456-437a-8e7e-8c8f7a71ffc6,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
281,1032,Bahia Point Beach,32.77437057,-117.2451634,"3210 Gleason Rd, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,20c8b3b4-6ae4-4e94-990d-281dd5406e24,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
282,1123,Cliffridge Park,32.85825753,-117.2438765,"8311 Cliffridge Ave, La Jolla, CA 92037",24/7,1,,1,0,1,1,1,1,3,2,,1,,,,,,0,City of San Diego,f4518fe7-9606-4eba-a243-63e8b880b5f8,42:35.3,arios8883_SDSUGeo,48:02.3,,53:00.8
283,1150,Dana Basin,32.76640352,-117.2351015,"1906 Dana Landing Rd, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,b6df55b8-c120-42dc-af77-81308c146d80,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
284,1188,Encanto Neighborhood Park,32.71563615,-117.0569925,"Broadway &, 65th St, San Diego, CA 92114",Unknown,,,,,,,,,,,,,,,,,,1,City of San Diego,3e463f57-ed06-4243-9690-d1f8977c539e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
285,1229,Goodland Acres Park,32.73730266,-117.0092564,"8858 Troy St, Spring Valley, CA 91977",24/7,,,,,,,,,,,,,,,,,,1,San Diego County,4e610c49-6d8d-4ff8-a781-0fc67e8fdab8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
286,1262,Hollywood Neighborhood Park,32.73097692,-117.1044706,"Juniper St at Sumac, San Diego, CA 92105",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,5556b0f7-a1d6-4dc8-b38e-ae41be225796,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
287,1332,Lifeguard Tower 17th Street,32.96241642,-117.2680545,"1670 Coast Blvd, Del Mar, CA 92014","6:30a - locked 30 minutes before ""close""",3,,0,0,1,1,1,1,3,2,,2,,,,,,0,City of Del Mar,7614a8dd-d889-4da5-b2dd-5ed70ba5f635,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,40:31.6
288,1336,Linda Vista Community Park,32.79163542,-117.1700415,"7064 Levant St, San Diego, CA 92111",9:00am - 9:00pm,0,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of San Diego,ecc391ce-d8ed-451a-b12c-f5b43dfd0c29,42:35.3,arios8883_SDSUGeo,51:08.0,,6/13/24 16:58
290,1396,Mt. Etna Neighborhood Park,32.82253829,-117.1922972,"4741 Mt Etna Dr, San Diego, CA 92117",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,c4e575a7-71af-4136-86cf-c90bbc9b8e87,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
291,1418,Ocean Beach Dog Beach,32.75236937,-117.252117,"Brighton & Spray, San Diego, CA 92107",24/7,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,93a6ac97-6955-47bd-b5d5-bddb371edf33,42:35.3,arios8883_SDSUGeo,45:04.7,,6/15/23 20:30
292,1424,Ocean Beach Lifeguard Station,32.7488934,-117.2523007,"281 Santa Monica Ave, San Diego, CA 92107",24/7,1,,0,0,1,0,0,1,3,2,,2,,,,,,0,City of San Diego,809b28cb-3cb5-4276-9fb8-7272a5b68ea1,42:35.3,arios8883_SDSUGeo,49:18.5,,6/8/24 15:08
293,1423,Ocean Beach Pier,32.74955241,-117.2573703,"Ocean Front Way & Niagara Ave, San Diego, CA 92107",Unknown,1,,1,0,2,2,0,0,2,2,,2,,,,,,2,City of San Diego,bb3131c8-06fa-4e57-b810-9fa0833e9d89,42:35.3,arios8883_SDSUGeo,21:14.9,,20:48.8
294,1427,Ocean Front Walk,32.76963946,-117.2526386,"3090 Ocean Front Walk, San Diego, CA 92109",Unknown,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,dee3815b-50bf-4999-bb38-ed1d6c62d72a,42:35.3,arios8883_SDSUGeo,59:23.2,,6/10/24 14:11
295,1373,Mission Bay Youth Field,32.80119396,-117.2202147,"2639 Grand Ave, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,cb0366b8-c14d-4860-8b6f-fd8da92ceb3c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
296,1662,William Heise County Park,33.04035227,-116.5879128,"4945 Heise Park Rd, Julian, CA 92036",24/7,,,,,,,,,,,,,,,,,,1,San Diego County,439679af-0330-43ec-9cb3-0031e64103b0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
297,1057,Breen Neighborhood Park,32.92300521,-117.1301541,"11131 Polaris Dr, San Diego, CA 92126",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,0bbbbccf-c4c3-4cec-b80e-e8972c665111,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
298,1298,Kumeyaay-Ipai Interpretive Center,32.95406374,-117.0549377,"13104 Ipai Waaypuk Trail, Poway, CA 92064","4:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Poway,f2b6b340-ac0c-4564-b395-4caf2745238d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
299,1637,Vacation Isle Park,32.77202639,-117.2383211,"Vacation Isle Park, Hibiscus Ln, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,cb2fd10b-7921-4c2e-84c5-c2b0cb569091,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
300,1291,La Jolla Shores South ,32.8556701,-117.2579404,"10389 Vallecitos, La Jolla, CA 92037",24/7,1,,0,0,1,1,1,1,3,2,,2,,,,,,0,City of San Diego,88e253f2-7724-42c4-9830-50263cec38f5,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,53:04.3
302,1303,La Jolla Shores Park,32.85868133,-117.2561237,"8300 La Vereda, La Jolla, CA 92037",24/7,1,,,,,,,,,,,,,,,,,0,City of San Diego,6198400c-3b63-4361-aa55-50cff90fbd8b,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,55:36.3
303,1580,Crown Point Park South,32.78280722,-117.2330565,"Crown Point Dr & Bayside Walk, San Diego, CA 92109",24/7,1,,0,0,0,0,0,1,1,2,,1,,,,,,0,City of San Diego,9d9ba2d5-a0f8-4182-a544-f9ed6f147285,42:35.3,arios8883_SDSUGeo,01:06.0,,5/19/22 16:00
304,1371,Mission Bay Park Playa Pacifica,32.78153095,-117.2110376,"1093 E Mission Bay Dr, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,8120d624-55be-449e-865b-63dcfa24ad47,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
305,1788,Model Yacht Pond,32.77260373,-117.2362893,"Vacation Isle Park, Hibiscus Ln, San Diego, CA 92109",24/7,1,,1,0,0,0,0,1,1,2,,2,,,,,,0,City of San Diego,f53356c6-9cd3-4ebe-9e3b-bffbf777b3a0,42:35.3,arios8883_SDSUGeo,27:28.4,,2/23/22 17:27
306,1583,South Shores Park,32.76411328,-117.2186393,"S Shores Park Dy, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,caf6edfb-61e4-4d45-bf2e-d6b5c9e4060b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
307,1612,Tecolote Shores,32.7761725,-117.2104007,"1740 E Mission Bay Dr, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,937fa2bf-17d7-4d40-8716-f0607a40360d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
308,1643,Ventura Cove Park,32.77009358,-117.244254,"3209 Gleason Rd, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,99481d7d-525d-4d14-b2da-33c228f8c482,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
309,1569,Ski Beach Central,32.776349,-117.233389,"1600 Vacation Rd, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,0622238a-35b2-485b-8e39-8358c1e1ace4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
310,1416,Oakcrest Park,33.04459588,-117.2653087,"1219 Encinitas Blvd, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Encinitas,4fcbfbd4-8243-4eb0-b97b-3cb1bcbe6ae7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
311,1474,Paul Ecke Sports Park,33.05370438,-117.2869901,"200 Saxony Rd, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Encinitas,5ad6251f-d0b0-49b7-8a28-e6e229395a69,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
312,1495,Prince Memorial Park Skatepark ,33.22136831,-117.344965,"Alex Rd &, Foussat Rd, Oceanside, CA 92058","6:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Oceanside,da39ee97-ce75-45b1-8257-601e05926852,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
313,1497,Quivira Park,32.75864662,-117.2423006,"792 Quivira Way, San Diego, CA 92109",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,4c368038-2abc-4cf8-95b9-58e15b84802f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
314,1813,Skyline Hills Community Park,32.70471042,-117.0250763,"8285 Skyline Dr, San Diego, CA 92114",Mon & Wed 10:00am - 8:00pm; Tues & Thurs 10:00am - 9:00pm; Fri 10:00am - 7:00pm; Sat 8:00am - 5:00pm; Sun Closed,,,,,,,,,,,,,,,,,,1,City of San Diego,090262ac-a375-48ed-858c-9854c184ee0f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
315,1127,Collier County Park,33.0425025,-116.8612154,"626 E St, Ramona, CA 92065","5:00am - 10:00pm, daily",,,,,,,,1,,,,,,,,,,1,San Diego County,95bd6f1a-2a54-4266-8a5a-fc38bfdb96a3,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
316,1139,Cottonwood Creek Park,33.04994133,-117.2913702,"95 N Vulcan Ave, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,1,,,,,,,,,,1,City of Encinitas,3bdbe0ed-e590-4d11-9a80-88778e38fb04,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
317,1191,Encinitas Community Park Playground,33.03272149,-117.2826013,"425 Santa Fe Dr, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Encinitas,729b7f94-610f-46bc-aac0-4dc8c1856d93,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
318,1194,Encitinas Community Park,33.03146962,-117.2798731,"425 Santa Fe Dr, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Encinitas,611480ed-c839-49c7-9ee6-413205783d89,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
319,1385,Moonlight State Beach,33.04776711,-117.2973468,"400 B St, Encinitas, CA 92024","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,State of CA,279e8db3-7b3a-41fc-8d6f-12492a7302c8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
320,1389,Mount San Miguel Park and Recreation Center,32.67090481,-116.973745,"2335 Paseo Veracruz, Chula Vista, CA 91914","5:00am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,4fa86e17-91af-4fca-8528-7d368f5deeed,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
321,1830,Oceanside Harbor Lifeguard,33.20537554,-117.3936956,"1304 N Pacific St, Oceanside, CA 92054","5:00am - 11:30pm, daily",1,,0,0,1,0,0,1,3,2,,2,,,,,,0,City of Oceanside,dd3410ff-759b-4f26-88fd-bed294264966,42:35.3,arios8883_SDSUGeo,30:33.5,,9/24/22 14:29
322,1432,Oceanside Harbor North Fishing Pier,33.20838074,-117.3941881,"1400 N Harbor Dr, Oceanside, CA 92054","5:00am - 11:30pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of Oceanside,e378ead9-8d9e-4dbe-a02e-8fc784b66f23,42:35.3,arios8883_SDSUGeo,01:38.5,,1/24/22 15:01
323,1433,Oceanside Harbor North Parking,33.2113778,-117.3946187,"1620 N Harbor Dr, Oceanside, CA 92054","5:00am - 11:30pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,City of Oceanside,56403e4f-8d07-4449-8e60-972eb27d5795,42:35.3,arios8883_SDSUGeo,56:35.9,,1/24/22 14:56
325,1351,Marian Bear Memorial Park,32.84549055,-117.1992477,"5491 Genessee Ave, San Diego, CA 92117",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,6a8dbc09-919c-4b13-966f-46e1ec1de41a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
326,1399,National City Golf Course,32.6615215,-117.0840281,"1439 Sweetwater Rd, National City, CA 91950","5:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of National City,33f923ac-c86f-47ad-b870-f7ffccdfb616,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
327,1440,Oceanside Transit Center,33.19289496,-117.3791857,"235 S Tremont St, Oceanside, CA 92054","6:15am - 7:45pm, daily",,,,,,,,,,,,,,,,,,1,Amtrak,2ead864f-2b80-4022-98f6-b707589d1946,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
328,1354,Marisol Park,32.64850921,-117.0274705,"900 N Rancho Del Rey Pkwy, Chula Vista, CA 91910","6:30am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,1fc7c6c6-28b3-41f6-bb7a-e4402a7162bf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
329,1377,Mission Sports Park,33.1452618,-117.1807667,"931 Bailey Ct, San Marcos, CA 92069","6:30am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of San Marcos,798c05e9-f2b5-4388-922f-a258dc2a6e1d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
330,1787,Mission Sports Park Field 8,33.14573581,-117.1817834,"931 Bailey Ct, San Marcos, CA 92069","6:30am - 10:00pm, daily",,,,,,,,,,,,,,,,,,1,City of San Marcos,4b4e94a8-0eac-469b-9ace-cd9bafb7cad4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
331,1756,Kearny Mesa Park,32.80142753,-117.167165,"520 Ciota's Way, San Diego, CA 92111",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,0f27b317-9b89-41d6-846d-d2dab9756ce0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
332,1687,Las Palmas Park (2),32.66945566,-117.0843072,1800 E 22nd St. National City CA 91950,"6:30am - 4:00pm, daily",,,,,,,,,,,,,,,,,,1,City of National City,33abd676-ac63-4d99-868c-81dfbb26dd24,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
333,1757,Kit Carson Adult Softball Complex,33.07151474,-117.0615993,"3353 Casteneda Dr, Escondido, CA 92025",Sunrise - Sunset,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Escondido,a6da7576-da82-4b8d-b17d-60ed01b3bd67,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:53
334,1763,Kit Carson Arroyo de Oro Picnic Area,33.08115087,-117.0608402,"3333 Bear Valley Pkwy, Escondido, CA 92025",Sunrise - Sunset,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Escondido,20781306-3735-4185-986c-527a4be0ef20,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:04
335,1762,Kit Carson Castaneda Drive,33.08343769,-117.0607595,"3333 Bear Valley Pkwy, Escondido, CA 92025",Sunrise - Sunset,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Escondido,78cad8e2-f6b9-48f0-9a4f-7c5ee493b4dc,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 14:51
336,1760,Kit Carson Ampitheatre,33.07860135,-117.0590081,"3333 Bear Valley Pkwy, Escondido, CA 92025","6:30am - 8:00pm, daily",1,,1,3,2,2,2,0,3,2,,1,,,,,,2,City of Escondido,074b91f4-edde-403d-b942-9ca699282889,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:23
337,1758,Kit Carson Escondido Youth Baseball,33.07461913,-117.0610535,"3353 Casteneda Dr, Escondido, CA 92025",Sunrise - Sunset,1,,,,,,,,,,,,,,,,,1,City of Escondido,f62a075d-55c7-4534-949c-5a79511c02c0,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:45
338,1759,Kit Carson Girls Softball Fields,33.07613737,-117.0596078,"3353 Casteneda Dr, Escondido, CA 92025",Sunrise - Sunset,1,,1,3,2,2,0,0,3,2,,1,,,,,,2,City of Escondido,e1616794-62d8-4a02-b113-2826a59d443b,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:33
339,1296,Kit Carson Park,33.07856131,-117.0580843,"3333 Bear Valley Pkwy, Escondido, CA 92025",Sunrise - Sunset,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of Escondido,91a809c9-f35a-4213-9bba-50392c569ee0,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:16
340,1761,Kit Carson Play Area 5-12,33.07337132,-117.0627712,"3333 Bear Valley Pkwy, Escondido, CA 92025",Sunrise - Sunset,1,,,,,,,,,,,,,,,,,1,City of Escondido,38307e9a-d172-4a15-b6df-7a71b22a7819,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/19/24 15:49
341,1778,Loma Verde Park,32.60286928,-117.0467567,"1420 Loma Ln, Chula Vista, CA 91911","6:30am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,b9086402-5a15-4aea-899d-021c18bb73f1,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
342,1079,Cardiff Sports Park,33.02808707,-117.2654941,"1661 Lake Dr, Encinitas, CA 92024","6:30am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Encinitas,cff9ca39-faeb-4549-a21a-54ed4f9f7eae,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
343,1252,Highland Ranch Park,32.98246016,-117.0718252,"12140 Eastbourne Rd, San Diego, CA 92128",24/7,1,,1,0,1,0,0,1,3,2,,1,,,,,One stall each so could be gender neutral. But labeled by gender. No hours posted but door has an auto lock function. So likely not 24/7. ,0,City of San Diego,ed6b24e3-32a2-4c49-b315-d21a67e1c311,42:35.3,arios8883_SDSUGeo,52:23.0,,51:16.4
344,1343,Los Ninos Park,32.59859545,-117.0443646,"150 Teal St, Chula Vista, CA 91911","6:00am - 10:30pm, daily",,,,,,,,,,,,,,,,,,1,City of Chula Vista,dd62b8f3-17ba-47c4-b850-3f72033315e0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
345,1107,Chula Vista Bayfront Park,32.62070336,-117.1030473,"980 Marina Way, Chula Vista, CA 91910","6:00am - 10:30pm, daily",,,,,,,,1,,,,,,,,,,1,Port of San Diego,8de014c9-5e59-4cfb-9152-da629be2e02d,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
346,1108,Chula Vista Bayside Park,32.62849659,-117.1073971,"999 Bayside Pkwy, Chula Vista, CA 91910","6:00am - 10:30pm, daily",,,,,,,,,,,,,,,,,,1,Port of San Diego,188e2a8c-a1b3-4fa4-ac7f-304c2a2187b2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
347,1111,Chula Vista Marina View Park,32.62071384,-117.097381,"900 Marina Pkwy, Chula Vista, CA 91910","6:00am - 10:30pm, daily",,,,,,,,,,,,,,,,,,1,Port of San Diego,3abe906a-1e63-47d0-9582-51569a4a360e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
348,1185,Embarcadero Marina North Park,32.70691669,-117.1693811,"500 Kettner Blvd, San Diego, CA 92101","6:00am - 10:30pm, daily",1,,1,0,1,0,0,1,1,2,,1,,,,,,0,Port of San Diego,dfdafabb-9634-4bbf-9339-7e28a82bba0d,42:35.3,arios8883_SDSUGeo,31:16.6,,7/19/22 18:30
349,1023,America's Cup Harbor,32.72453732,-117.2229791,"4802 N Harbor Dr, San Diego, CA 92106","6:00am - 10:30pm, daily",,,,,,,,0,,,,,,,,,,1,Port of San Diego,5d8dcbd3-d48d-429b-8795-40a5ac410b80,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
