OBJECTID,ID_4Digit,Name,Latitude,Longitude,Address,Advertised Hours,Confirmed Hours:,Confirmed Hours Other:,Showers,Menstrual Products,ADA Accessible,Baby Changing,Gender Neutral,Restroom Open Status,Restroom Assessed,Category,Public Buildings,Outdoor Facilities,Government Facilities,Other,Commercial,Transportation (MTS),PSJ Team Internal Notes,Public Restrooms in San Diego,Operated By,GlobalID,CreationDate,Creator,EditDate,Editor,Restroom assessment date:
178,1116,City Heights/Weingart Branch Library,32.74723621,-117.1002295,"3795 Fairmount Ave, San Diego, CA 92105","Sun Closed, Mon - Tues 11:30am - 8:00pm, Wed - Sat 9:30am - 6:00pm",,,1,,,,,,,,,,,,,,,1,City of San Diego,4f71e75d-8c68-46dd-8d9d-73564a823947,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
179,1092,Carmel Valley Branch Library,32.95214065,-117.2307183,"3919 Townsgate Dr, San Diego, CA 92130",Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm; Sun Closed,,,1,,,,,,,,,,,,,,,1,City of San Diego,f0118e3a-2131-4fa8-aa5e-eb5a0e7d18b4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
180,1192,Encinitas Library,33.04556755,-117.2905766,"540 Cornish Dr, Encinitas, CA 92024","Mon & Thurs 10:00am - 6:00pm, Tues - Wed 12:00pm - 7:00pm, Fri - Sun 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,6b9bd28f-25ca-40f2-a536-bdab62e82208,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
181,1020,Allied Gardens/Benjamin Branch Library,32.79296492,-117.0814547,"5188 Zion Ave, San Diego, CA 92120",Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm; Sun Closed,0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,d8ac833a-eeac-4be6-89ea-d4daad909aca,42:35.3,arios8883_SDSUGeo,57:43.3,,10/14/22 17:48
182,1831,San Carlos Recreation Center,32.79824396,-117.0215476,"6445 Lake Badin Ave, San Diego, CA 92119",Mon - Thurs 10:00am - 8:00pm; Fri 10:00am - 7:00pm; Sat 9:00am - 4:00pm; Sun Closed,,,1,,,,,,,,,,,,,,,1,City of San Diego,abf3fa6f-89ee-494f-9069-2062c7ab4415,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
183,1220,Georgina Cole Library,33.16487469,-117.3403535,"1250 Carlsbad Village Dr, Carlsbad, CA 92008",Mon - Thurs 10:00am - 7:00pm; Fri - Sat 10:00am - 5:00pm; Sunday closed,,,1,,,,,,,,,,,,,,,1,City of Carlsbad,41a43da1-9634-4cc3-a9ae-f706df608486,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
185,1724,El Corazon Senior Center,33.20599274,-117.3148512,"3302 Senior Center Dr, Oceanside, CA 92056","Mon, Fri - Sat 9:00am - 6:00pm, Tues - Thurs 9:00am - 8:00pm",,,1,,,,,,,,,,,,,,,1,City of Oceanside,dc26002d-f02d-496c-b2a2-ebd8d72e29af,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
186,1097,Casa de Oro Branch Library,32.74712083,-116.9856819,"9805 Campo Rd, Spring Valley, CA 91977","Sat - Sun closed; Mon & Wed - Thurs 10:00am - 6:00pm, Tues 12:00pm - 7:00pm, Fri 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,64ec3fc2-8727-41c2-ba96-fcdc7a551f61,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
187,1737,Eucalyptus Skateboard Park,32.61605154,-117.0325415,"1301 Oleander Ave, Chula Vista, CA 91911","Mon, Wed, Fri 3:00pm - 5:30pm",,,1,,,,,,,,,,,,,,,1,City of Chula Vista,c2c793d4-083e-4e27-aa7b-6800cccf9f0f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
188,1283,Julian Branch Library,33.07700815,-116.5965547,"1850 CA-78, Julian, CA 92036",Mon & Wed - Thurs 10:00am - 6:00pm; Tues 12:00pm - 7:00pm; Fri 10:00am - 5:00pm; Sat - Sun closed,,,1,,,,,,,,,,,,,,,1,San Diego County,4b60c6cf-0928-4e8c-91c0-cf1a5dc97a38,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
189,1441,Oceanside Tyson Street Park,33.19105833,-117.3811472,"211-355 The Strand N, Oceanside, CA 92054",Unknown,1,,1,0,1,0,1,1,1,2,,2,,,,,,0,City of Oceanside,91d06216-859a-4f3f-80a1-f2d4f370df38,42:35.3,arios8883_SDSUGeo,59:11.6,,1/24/22 15:57
190,1670,Sportsplex USA Santee,32.8508255,-116.9798899,"9951 Riverwalk Dr, Santee, CA 92071","Sun 9:00am - 5:00pm, Mon - Tues 12:00pm - 7:00pm, Wed - Fri 1:00pm - 10:00pm, Sat closed",,,1,,,,,,,,,,,,,,,1,SportsplexUSA,467747c1-a0c1-4c96-bf29-7d0a3c0268f8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
191,1090,Carmel Mountain Ranch Branch Library,32.98158697,-117.073812,"12095 World Trade Dr, San Diego, CA 92128",Mon - Tues 11:30am - 8:00pm; Wed - Sat 9:30am - 6:00pm; Sun Closed,0,,1,0,1,1,0,1,3,1,1,,,,,,,0,City of San Diego,f4dfdc9b-251e-495f-8036-21d7e430419f,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,05:37.4
192,1021,Alpine Branch Library,32.83781632,-116.7761462,"1752 Alpine Blvd, Alpine, CA 91901","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed-Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,5f018f29-4ee6-445c-82ae-a4e51ba914fd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
193,1212,Fletcher Hills Branch Library,32.8018516,-116.9977528,"576 Garfield Ave, El Cajon, CA 92020","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed 10:00am - 6:00pm, Thurs 10:00am - 6:00pm, Fri 10:00am - 5:00pm, Sat 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,7d29e483-9a12-423a-bf9f-cbfa5a4a55f9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
194,1333,Lincoln Acres Branch Library,32.66656639,-117.0712445,"2725 Granger Ave, National City, CA 91950","Sun - Mon closed, Tues 10:00am - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,fa503b10-932b-4e96-8196-1ad6b3001d4b,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
195,1154,Del Mar Branch Library,32.95723748,-117.2642702,"1309 Camino Del Mar, Del Mar, CA 92014","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,1,,,,,1,,,,,,,,,,1,San Diego County,b93cfd6f-d52e-458a-aa0c-5eb7e4d9acc1,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
196,1157,Descanso Branch Library,32.85999525,-116.614959,"9545 River Dr, Descanso, CA 91916","Sun - Mon closed, Tues 10:00am - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,62c19a07-8555-46aa-af18-f94d3c4f79f2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
197,1274,Jacumba Branch Library,32.61723856,-116.1870757,"44605 Old Hwy 80, Jacumba Hot Springs, CA 91934","Sun - Mon closed, Tues 12:00pm - 7:00pm, Wed - Thurs 10:00am - 6:00pm, Fri - Sat 10:00am - 5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,6b3b47a6-17a7-4c0b-802b-53d0a828e29f,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
198,1053,Borrego Springs Branch Library,33.25391515,-116.3794542,"2580 Country Club Rd, Borrego Springs, CA 92004","Sun - Mon closed, Tues 9:30am - 6:00pm, Wed - Thurs 9:30am - 8:00pm, Fri - Sat 9:30am-5:00pm",,,1,,,,,,,,,,,,,,,1,San Diego County,d9cf3160-6968-47d7-8f40-35a310355455,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
199,1144,Crest Branch Library,32.80395278,-116.867545,"105 Juanita Ln, El Cajon, CA 92021","Sat - Sun closed, Mon - Fri 10:00am - 4:00pm",,,1,,,,,1,,,,,,,,,,1,San Diego County,849333a2-47e4-4adb-bdef-0aec15041b93,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
200,1733,Broadway Pier,32.71558795,-117.175154,"1000 N. Harbor Drive, San Diego, CA 92101","Sunrise to Sunset, daily",0,,1,0,1,0,0,1,1,2,,1,,,,,,0,Port of San Diego,5b817090-ce1e-4127-bed0-208bd4f99d0a,42:35.3,arios8883_SDSUGeo,41:55.8,,8/18/22 14:41
201,1270,Iron Mountain Trailhead,32.97831009,-116.9726916,"14847-14909 CA-67, Poway, CA 92064","Sunrise to Sunset, daily",1,,1,0,1,0,1,1,3,2,,3,,,,,,0,City of Poway,497adb8f-9605-4eab-948a-1379f07a46df,42:35.3,arios8883_SDSUGeo,47:41.0,,27:22.5
202,1625,Torrey Pines City Beach,32.87745757,-117.2508739,"Torrey Pines City Beach, San Diego, CA 92037","Sunrise to Sunset, daily",0,,1,0,1,0,1,1,3,2,,2,,,,,,0,City of San Diego & CA State,64e97208-1886-45be-a203-daff95d5b234,42:35.3,arios8883_SDSUGeo,29:29.4,,7/2/23 19:45
203,1264,Horse Creek Ridge Sports Park,33.35554378,-117.1551631,"240 Gold Palomino Way, Fallbrook, CA 92028","Sunrise to Sunset, daily, closed Dec 25",,,1,,,,,,,,,,,,,,,1,San Diego County,3e2f1fe3-9b1f-478e-aa3d-240c8cb844e5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
204,1835,Belmont Park near Plunge,32.7709367,-117.2521192,"3146 Mission Blvd, San Diego, CA 92109",Vary Weekly,1,,1,0,1,1,1,1,3,2,,2,,,,,,0,Pacifica Enterprises LLC & City of San Diego ,f4a8bfb0-2c1f-4182-a69f-72a415b8aadc,42:35.3,arios8883_SDSUGeo,27:23.1,,6/10/24 16:37
205,1834,Belmont Park near Zip Line,32.77024291,-117.2521219,"3146 Mission Blvd, San Diego, CA 92109",Vary Weekly ,1,,1,0,1,1,1,1,3,2,,2,,,,,,0,Pacifica Enterprises LLC & City of San Diego ,d328f86f-9cb4-4e48-958f-7917de51055f,42:35.3,arios8883_SDSUGeo,31:15.6,,6/10/24 16:37
206,1311,Lake Poway restroom complex,33.0043341,-117.0131099,"14678 Lake Poway Rd, Poway, CA 92064",Wed - Sun 6:00am to Sunset,,,1,,,,,,,,,,,,,,,1,City of Poway,4f473438-fc51-434b-9512-b7ed9c5425b5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
207,1685,Lake Poway Mount Woodson Trailhead,33.00668446,-117.0133065,"Mount Woodson Trail, Poway, CA 92064",Wed - Sun 6:00am to Sunset,,,1,,,,,,,,,,,,,,,1,City of Poway,1ecbc038-cdef-4da1-b865-e6512b26747a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
208,1686,Lake Poway Recreation Office,33.0065827,-117.0148849,"14644 Lake Poway Rd, Poway, CA 92064",Wed - Sun 6:00am to Sunset,,,1,,,,,,,,,,,,,,,1,City of Poway,c0c39534-2d87-43a2-9b29-f685d5528017,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
209,1472,Park de la Cruz,32.74604175,-117.112204,"3735 Landis Street, San Diego, CA 92105","10:00am - 10:00pm, daily ",,,,,,,,,,,,,,,,,,1,City of San Diego  ,ee8da930-0714-4040-8e14-1cae8299d48c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
210,1811,Seaport Village East,32.7090252,-117.1686564,"803 W Harbor Dr, San Diego, CA 92101","10:00am - 9:00pm, daily",,,1,2,1,1,0,1,3,5,,,,,1,,,0,Port of San Diego,4a08f864-ca1d-4878-89db-d7b67cfc54fe,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
211,1812,Seaport Village Central,32.70900882,-117.1701806,"855 W Harbor Drive, San Diego, CA 92101","10:00am - 9:00pm, daily",,,1,1,1,1,0,1,3,5,,,,,1,,,0,Port of San Diego,4150196f-9567-43c1-8034-3e12120453a5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
212,1468,Paradise Hills (Charles L Lewis III) Skatepark,32.68762503,-117.0491865,"6759 Paradise Valley Rd, San Diego, CA 92139","10:00am to Dusk, daily",,,,,,,,,,,,,,,,,,1,City of San Diego,4581f6d9-0e06-4ee2-85f1-58a88c6a3bb7,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
213,1505,Rancho Penasquitos Skate Park,32.96055978,-117.1097824,"10111 Carmel Mountain Rd, San Diego, CA 92129","10:00am to Dusk, daily",,,,,,,,,,,,,,,,,,1,City of San Diego,9b40cb43-6c9b-4079-80ae-553773132b66,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
215,1073,Camino Ruiz Neighborhood Park,32.93424194,-117.1480909,"11489 Camino Ruiz, San Diego, CA 92126",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,c33a11e4-cb80-487c-9899-e05483cbc0bf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
216,1101,Cerro de las Posas Pool,33.15972551,-117.187613,"1387 W Borden Rd, San Marcos, CA 92069","12:30pm - 4:30pm, daily",,,,,,,,,,,,,,,,,,1,City of San Marcos,e68648c1-1c04-4122-bc67-0606eca3e5dc,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
217,1012,Agua Caliente County Park,32.94996143,-116.3031932,"39555, 1849 Great Southern Overland Stage Route of, Julian, CA 92036",24/7,,,,,,,,,,,,,,,,,,1,San Diego County,15055321-30a1-4e47-9bf7-563161fcf358,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
218,1013,Alamosa Park,33.23856551,-117.2808834,"Mesa Drive and Alamosa Drive, Oceanside, CA 92057","6:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Oceanside,1d5faad6-7438-44a2-976c-6ae1209cb6b8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
219,1045,Bill Cleator Community Park,32.74709444,-117.2336917,"4412 Nimitz Blvd., San Diego, CA  92107",7:00am to Dusk,,,,,,,,,,,,,,,,,,1,City of San Diego,34ad8b14-8630-438f-94e9-0c14de8a75e8,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
220,1062,Buccaneer Park,33.17689898,-117.3685451,"1506 S Pacific St, Oceanside, CA 92054","6:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Oceanside,d73693b7-800e-4ba3-9af8-6c956834acbd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
221,1063,Buckman Springs Rest Area,32.75803001,-116.4839563,California 91962,24/7,,,,,,,,,,,,,,,,,,1,CA Department of Transportation,e3d6647a-7a03-499c-b535-73b11d89e864,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
222,1072,Calavera Hills Community Center,33.16613381,-117.2991366,"2997 Glasgow Dr, Carlsbad, CA 92010",24/7,,,,,,,,,,,,,,,,,,1,City of Carlsbad,cf1a974c-22b6-4c2b-b291-3d84147cf201,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
223,1103,Charles Lewis III Memorial Park,32.73409624,-117.0937617,"4639 Home Ave, San Diego, CA 92105",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,ca984fe1-aca0-42a0-9cf8-5c30ddb32415,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
224,1105,Children's Pool,32.84722771,-117.2786304,"834 Coast Blvd S, La Jolla, CA 92037",Unknown,,,,,,,,1,,,,,,,,,,1,City of San Diego,d96f1b56-9742-4e1b-a137-ee0481453ead,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
225,1118,Civic Center,32.71707231,-117.1621585,"1140 Third Ave, San Diego, CA 92101",24/7,0,,1,0,1,0,1,1,1,3,,,4,,,,,0,City of San Diego,b38c28b4-c8e9-4031-8281-b62b169cac99,42:35.3,arios8883_SDSUGeo,34:13.2,,11/18/22 20:33
226,1679,Colina Del Sol Park,32.75245264,-117.0801561,"5319 Orange Ave, San Diego, CA 92115",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,122016df-48eb-4df6-a2a3-6fcdeb837320,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
227,1156,Dennis V Allen Park,32.71282632,-117.1116069,"800 Boundary St., San Diego, CA  92102",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,78126a3e-16cc-4b4e-8de1-ec2ac3198d23,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
228,1160,Discovery Park,32.64367769,-117.0067879,"700 Buena Vista Way, Chula Vista, CA 91910",24/7,,,,,,,,,,,,,,,,,,1,City of Chula Vista,9d70e01a-bc55-4fca-be7c-079e94191701,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
229,1170,Dusty Rhodes Park,32.75267461,-117.2394807,"2469 Sunset Cliffs Blvd, San Diego, CA 92107",Dawn to Dusk,1,,1,0,1,0,0,1,3,2,,1,,,,,,0,City of San Diego,9a6ab871-a2ab-4dca-a7bd-e49b5bec4298,42:35.3,arios8883_SDSUGeo,04:16.7,,6/8/24 17:20
230,1183,El Toyon Recreation Center,32.68535468,-117.0876389,2005 E 4th St. National City CA 91950,24/7,,,,,,,,1,,,,,,,,,,1,City of National City,682e5636-265a-44d4-b49a-f0794e8af4f0,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
231,1221,Glen Park,33.01870681,-117.2801666,"2149 Orinda Dr, Cardiff, CA 92007",24/7,,,,,,,,,,,,,,,,,,1,City of Cardiff,d8b1986b-5118-4481-9193-0dd019e0ac36,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
232,1234,Greg Rogers Park,32.61997865,-117.0348421,"1168 Oleander Ave, Chula Vista, CA 91911",24/7,,,,,,,,,,,,,,,,,,1,City of Chula Vista,99d95f3b-b09d-4679-83c0-69403817c9a2,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
233,1736,Greg Rogers Park Ball Fields,32.61824023,-117.0336633,"1168 Oleander Ave, Chula Vista, CA 91911",24/7,,,,,,,,,,,,,,,,,,1,City of Chula Vista,d849bc6e-0cbc-437c-86ec-50a97a137c6a,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
234,1251,Highland and Landis Park,32.74723728,-117.099531,"4380 Landis St, San Diego, CA 92105",Unknown,,,,,,,,,,,,,,,,,,1,City of San Diego,52fb20d6-cfd1-4c4a-8f02-b756282c2939,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
235,1260,Holiday Park,33.16054284,-117.3402035,"1055 Chestnut Ave, Carlsbad, CA 92008","8:00am - 10:00pm, daily",,,,,,,,1,,,,,,,,,,1,City of Carlsbad,92ef9eab-0bfc-432c-9aae-cd15a238a9c4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
236,1746,Holiday Park (2),33.16018204,-117.3393461,"1055 Chestnut Ave, Carlsbad, CA 92008",24/7,,,,,,,,,,,,,,,,,,1,City of Carlsbad,8edb41b2-5ffc-475b-a68c-ca5717ff6367,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
237,1265,Hourglass Community Park,32.90644524,-117.1222369,"10440 Black Mountain Rd #2910, San Diego, CA 92126",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,ea04ad98-383b-4ddb-8f46-c1e3dc2a9863,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
238,1276,Jerabek Park,32.91040862,-117.0821675,"10150 Avenida Magnifica, San Diego, CA 92131",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,191ea370-2da4-43a3-8e24-2791f4ceb929,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
239,1282,John Landes Skatepark,33.19454699,-117.2864314,"4215 Lewis St, Oceanside, CA 92056","6:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Oceanside,bdae577f-116c-4c96-888e-ab810e6e5dfd,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
240,1292,Kelly Street Neighborhood Park,32.78234047,-117.1762061,"6640 Kelly St, San Diego, CA 92111",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,d9ab1097-c2a7-462d-901f-fba51718d20e,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
241,1308,Lake Morena County Park Ranger Station,32.68605579,-116.5221269,"2550 Lake Morena Dr, Campo, CA 91906",24/7,,,,,,,,,,,,,,,,,,1,San Diego County,04b1909e-89d3-4a4a-8460-07417610d1a9,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
242,1326,Libby Lake Park,33.25055426,-117.3090676,"504 Calle Montecito, Oceanside, CA 92057","6:00am - 9:00pm, daily",,,,,,,,,,,,,,,,,,1,City of Oceanside,13d5a7bf-6932-492b-9838-302e5aeda335,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
243,1328,Liberty Station Cushing,32.73745556,-117.211511,"2705 Cushing Rd, San Diego, CA 92106",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,d56245e7-ebe4-4aa1-adac-487f0cc27f06,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
244,1329,Liberty Station Playground,32.73444169,-117.2128106,"2455 Cushing Rd, San Diego, CA 92106",Sunrise to Sunset,,,,,,,,,,,,,,,,,,1,City of San Diego,5240e516-1b59-4f07-ab44-7859372cd020,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
245,1331,Lifeguard Station Mission Beach Boardwalk,32.771682,-117.252848,"3141 Ocean Front Walk, San Diego, CA 92109",24/7,1,,0,0,1,0,0,1,1,2,,2,,,,,,0,City of San Diego,3535d839-67c6-4d06-b1b1-caf8dab8acf2,42:35.3,arios8883_SDSUGeo,41:49.5,,6/10/24 14:11
246,1337,Lindbergh Neighborhood Park,32.8190876,-117.1626223,"4141 Ashford St, San Diego, CA 92111",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,a835a060-01b4-42ca-9ab1-d8476d46c6a6,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
247,1369,Mira Mesa Community Park North,32.91650329,-117.1391535,"8575 New Salem St, San Diego, CA 92126",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,b94f45ae-8432-4e61-b468-e696c1fca723,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
248,1381,Montecito Park,32.61806159,-116.9888427,"1501 Santa Diana Rd, Chula Vista, CA 91913",24/7,,,,,,,,,,,,,,,,,,1,City of Chula Vista,2709970c-b058-42c1-826b-b2fb973187cf,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
249,1732,Mountain View Park on 40th St,32.702038,-117.107833,"435 S 40th St San Diego, CA 92113",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,cf321a9b-467f-4e14-acf0-f8f5c9c08e85,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
250,1442,City Heights Swim Center,32.74667114,-117.1003064,"4376 Landis St, San Diego, CA 92105",Mon & Wed 12:00pm - 5:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,939776ef-e568-4abf-b244-98320092f7b4,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
251,1445,Olive Grove Park,32.82602987,-117.1710971,"6075 Printwood Street, San Diego, CA 92117",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,b6663076-048f-461a-bfa1-0f45dd1e194c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
253,1477,Balboa Park Pepper Grove North,32.72897454,-117.1476292,"Pepper Grove, Balboa Park, San Diego, CA  92101",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,ab6d90ff-9831-4dad-bace-26454f53eef1,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,
254,1524,Sage Canyon Park,32.92600369,-117.2060753,"5248 Harvest Run Dr, San Diego, CA 92130",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,47e42cf1-1895-40d4-876f-0810a3031e1c,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
255,1807,San Clemente Canyon Trailhead Parking Lot,32.84203341,-117.2132779,"East of Regents Road at 1022 Rose Canyon Trl, San Diego, CA 92117",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,c8798260-d6ef-44a8-a2b4-d2477e90acd5,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
256,1808,Rose Canyon Trailhead,32.83958941,-117.2202842,"1022 Rose Canyon Trl, San Diego, CA 92117",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,e90c5f30-f349-4502-bc8f-60d581935512,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
257,1574,South Bay Recreation Center,32.575157,-117.0941577,"1885 Coronado Ave, San Diego, CA 92154",Mon - Tues 11:00am - 8:00pm; Wed - Thurs 10:00am - 8:00pm; Fri 11:00am - 7:00pm; Sat - Sun 9:00am - 4:00pm,,,,,,,,,,,,,,,,,,1,City of San Diego,88b034b1-8915-4926-ac7c-d875da245fa7,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
258,1579,South Creek Park,32.94236896,-117.0799069,"12259 Wickerbay Cove, San Diego, CA 92128",24/7,,,,,,,,,,,,,,,,,,1,City of San Diego,bbd00dd0-eff4-4506-8ec4-5fae98c2dc14,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
259,1587,Balboa Park Spanish Art Village,32.73371365,-117.1478409,"1770 Village Pl, San Diego, CA 92101",24/7,1,,0,0,1,0,0,1,3,2,,1,,,,,,0,City of San Diego,d9bcc493-759f-432d-ada2-aa31f793e543,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,2/18/22 15:13
260,1586,Spanish Landing West,32.72848739,-117.2102511,"4300 N Harbor Dr, San Diego, CA 92101","6:00am - 10:30pm, daily",,,,,,,,,,,,,,,,,,1,Port of San Diego,8058ca3d-7922-41f4-baa7-a44e136fd5ee,42:35.3,arios8883_SDSUGeo,12:34.8,arios8883_SDSUGeo,
261,1448,Balboa Park Spreckels Organ Pavilion,32.72980921,-117.1512695,"635 Pan American Rd W, San Diego, CA 92101",24/7,1,,1,0,1,1,0,1,1,2,,1,,,,,,0,City of San Diego,705fe983-c136-4b5b-bff5-9d46173e691f,42:35.3,arios8883_SDSUGeo,15:30.9,arios8883_SDSUGeo,6/16/24 15:34
